Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI(4),RSI(14),rendement(4),rendement(14),MACD,ATR(14),ATR(4),SMA(20),SMA(50),Ratio[SMA(20)/SMA(50)],Volume_norm(20),decision,ticker
2018-06-26 00:00:00-04:00,43.155037,43.989883,43.048909,43.494633,98276800,0.000000,0.000000,0.398247,0.437809,-0.011099,-0.049232,-0.034699,0.663004,0.766129,44.580056,43.177601,1.032481,101681920.000000,0.978196,AAPL
2018-07-02 00:00:00-04:00,43.350786,44.171483,43.256451,44.143181,70925200,0.000000,0.000000,0.685803,0.521982,0.014911,-0.026524,-0.071395,0.704066,0.821184,44.409194,43.413520,1.022935,99129420.000000,1.138851,AAPL
2018-07-09 00:00:00-04:00,44.690308,44.968588,44.643142,44.945007,79026400,0.000000,0.000000,0.773991,0.594168,0.018164,0.009749,0.029458,0.715269,0.754698,44.119357,43.858490,1.005948,94588860.000000,0.247297,AAPL
2018-07-13 00:00:00-04:00,45.062933,45.242164,45.020481,45.121891,50055600,0.000000,0.000000,0.693518,0.591219,0.003936,0.034664,0.209384,0.657462,0.568532,44.067238,44.282641,0.995136,91960360.000000,0.197273,AAPL
2018-07-19 00:00:00-04:00,44.735116,45.409598,44.735116,45.251591,81147200,0.000000,0.000000,0.668574,0.592227,0.002874,0.034393,0.297423,0.635086,0.575211,44.242580,44.450184,0.995330,78529660.000000,1.091745,AAPL
2018-07-25 00:00:00-04:00,45.529874,45.952017,45.381299,45.944942,66839600,0.000000,0.000000,0.850922,0.653056,0.015322,0.050809,0.392037,0.610337,0.551136,44.642199,44.535932,1.002386,71115420.000000,-1.750378,AAPL
2018-07-31 00:00:00-04:00,44.878982,45.312913,44.652581,44.876621,157492000,0.000000,0.000000,0.346725,0.508233,-0.023252,0.012827,0.266533,0.655517,0.705126,44.918594,44.618332,1.006730,75192020.000000,6.756399,AAPL
2018-08-06 00:00:00-04:00,49.053211,49.348002,48.833888,49.305553,101701600,0.000000,0.000000,0.911468,0.771413,0.098692,0.092035,1.036352,0.846401,1.047388,45.839285,44.970430,1.019321,99474360.000000,-0.226281,AAPL
2018-08-10 00:00:00-04:00,49.073797,49.485587,48.910501,49.114029,98444800,0.182500,0.000000,0.718699,0.720019,-0.003885,0.086884,1.241705,0.795446,0.766517,46.675404,45.350818,1.029208,105652580.000000,1.722625,AAPL
2018-08-16 00:00:00-04:00,50.112726,50.600244,50.046461,50.484283,114001600,0.000000,0.000000,0.914396,0.781724,0.027900,0.120893,1.355961,0.769376,0.722599,47.624557,45.708216,1.041926,112990400.000000,0.532150,AAPL
2018-08-22 00:00:00-04:00,50.668881,51.203731,50.607347,50.893707,76072400,0.000000,0.000000,0.686292,0.740146,0.008110,0.040572,1.465358,0.788359,0.772962,48.748147,46.168029,1.055885,120754240.000000,1.395901,AAPL
2018-08-28 00:00:00-04:00,51.830883,52.192972,51.809584,51.994179,91107200,0.000000,0.000000,0.900557,0.791454,0.021623,0.063790,1.435563,0.729817,0.633607,50.009249,46.702232,1.070811,116186040.000000,2.808169,AAPL
2018-09-04 00:00:00-04:00,54.055462,54.237688,53.634208,54.043629,109560400,0.000000,0.000000,0.975620,0.857255,0.039417,0.088725,1.707553,0.786610,0.818604,50.966970,47.478595,1.073473,107699300.000000,-3.017606,AAPL
2018-09-10 00:00:00-04:00,52.289996,52.502992,51.229761,51.669949,158066000,0.000000,0.000000,0.230493,0.567157,-0.043922,0.013320,1.324522,0.898946,1.099514,51.688879,48.216563,1.072015,117407820.000000,1.450585,AAPL
2018-09-14 00:00:00-04:00,53.425967,53.683925,52.661556,52.973946,127997200,0.000000,0.000000,0.523195,0.603367,0.025237,0.035529,1.131405,1.035601,1.291441,52.315909,48.955660,1.068639,128365120.000000,-0.870672,AAPL
2018-09-20 00:00:00-04:00,52.121977,52.604762,51.864015,52.072277,106435200,0.000000,0.000000,0.479473,0.540038,-0.017021,-0.022219,0.645363,1.061704,1.153051,52.450686,49.525465,1.059065,130686480.000000,0.086922,AAPL
2018-09-26 00:00:00-04:00,52.301825,52.952640,52.008366,52.164562,95938800,0.000000,0.000000,0.495657,0.535584,0.001773,-0.012013,0.470628,1.028334,0.995023,52.589960,50.088775,1.049935,149050020.000000,2.039031,AAPL
2018-10-02 00:00:00-04:00,53.780949,54.431763,53.634221,54.261368,99152800,0.000000,0.000000,0.836824,0.650310,0.040196,0.037137,0.702051,0.987269,0.888342,52.628181,50.773076,1.036537,139994180.000000,-1.320797,AAPL
2018-10-08 00:00:00-04:00,52.588197,53.201145,52.112508,52.957386,118655600,0.000000,0.000000,0.356901,0.526705,-0.024032,0.025339,0.639110,1.073292,1.192302,52.847329,51.425365,1.027651,135830560.000000,-0.366047,AAPL
2018-10-12 00:00:00-04:00,52.164555,52.746739,51.317312,52.564510,161351600,0.000000,0.000000,0.520161,0.506774,-0.007418,0.005978,0.177960,1.278814,1.680008,52.665337,51.867719,1.015378,136552660.000000,-1.127012,AAPL
2018-10-18 00:00:00-04:00,51.558725,52.003647,50.408558,51.123272,130325200,0.000000,0.000000,0.351556,0.444849,-0.027419,-0.043058,-0.053012,1.297313,1.490702,52.691372,52.095887,1.011431,135141120.000000,-0.169656,AAPL
2018-10-24 00:00:00-04:00,52.680493,53.066247,50.773012,50.903175,163702000,0.000000,0.000000,0.334377,0.440298,-0.004305,-0.056581,-0.131502,1.397863,1.702261,52.652559,52.301686,1.006709,128958100.000000,-0.303058,AAPL
2018-10-30 00:00:00-04:00,49.970721,50.924460,49.525803,50.479542,146640000,0.000000,0.000000,0.360780,0.434365,-0.008322,-0.014143,-0.379174,1.547385,1.899019,52.113092,52.325541,0.995940,140600120.000000,-1.790940,AAPL
2018-11-05 00:00:00-05:00,48.349617,48.370916,46.898891,47.708267,264654800,0.000000,0.000000,0.226663,0.364932,-0.054899,-0.092550,-0.663900,1.749024,2.259895,51.427133,52.270683,0.983862,166646780.000000,0.486216,AAPL
2018-11-09 00:00:00-05:00,48.815155,48.924396,48.031452,48.558670,137463200,0.000000,0.000000,0.365404,0.412454,0.017826,-0.070095,-0.873911,1.593317,1.523039,50.815733,51.998387,0.977256,159185140.000000,-1.946596,AAPL
2018-11-15 00:00:00-05:00,44.739919,45.590118,44.386064,45.457127,185915200,0.000000,0.000000,0.337220,0.357312,-0.063873,-0.111984,-1.665349,1.635817,1.628436,49.520703,51.341976,0.964527,177156440.000000,-2.123961,AAPL
2018-11-21 00:00:00-05:00,42.683298,42.811542,41.928095,41.982716,124496800,0.000000,0.000000,0.163066,0.289689,-0.076433,-0.201706,-2.249189,1.642052,1.620194,47.839568,50.637478,0.944746,184404220.000000,0.601644,AAPL
2018-11-28 00:00:00-05:00,41.970830,43.053764,41.543355,42.970646,184250000,0.000000,0.000000,0.560897,0.373981,0.023532,-0.135168,-2.457536,1.533836,1.378276,45.980603,49.776840,0.923735,183676760.000000,-0.658034,AAPL
2018-12-04 00:00:00-05:00,42.973018,43.314998,41.861587,41.961330,165377200,0.000000,0.000000,0.395558,0.371626,-0.023489,-0.080841,-2.032161,1.503106,1.464875,44.465991,49.044620,0.906644,165531520.000000,-1.273453,AAPL
2018-12-11 00:00:00-05:00,40.766776,40.797647,39.660093,40.047195,189126800,0.000000,0.000000,0.264216,0.328977,-0.045617,-0.092704,-2.137421,1.484303,1.420349,42.758452,48.053098,0.889817,179461920.000000,-0.750388,AAPL
2018-12-17 00:00:00-05:00,39.291994,39.980704,38.646032,38.933392,177151600,0.000000,0.000000,0.210204,0.311391,-0.027812,-0.061161,-2.074258,1.383613,1.233844,41.628733,46.894439,0.887712,168905860.000000,-2.267383,AAPL
2018-12-21 00:00:00-05:00,37.251999,37.560732,35.534979,35.796211,382978400,0.000000,0.000000,0.098584,0.248338,-0.080578,-0.155953,-2.302965,1.451670,1.569186,40.457573,45.689575,0.885488,182026540.000000,0.899764,AAPL
2018-12-28 00:00:00-05:00,37.403979,37.646215,36.703397,37.102371,169165600,0.000000,0.000000,0.475240,0.359240,0.036489,-0.072764,-2.213034,1.479538,1.523588,39.439827,44.470591,0.886874,189044100.000000,-1.279292,AAPL
2019-01-04 00:00:00-05:00,34.323790,35.278483,34.150426,35.209610,234428400,0.000000,0.000000,0.386309,0.351258,-0.051015,-0.132729,-2.142663,1.568723,1.801257,38.091740,43.197620,0.881802,200746940.000000,0.838691,AAPL
2019-01-10 00:00:00-05:00,36.216552,36.565656,35.827076,36.525284,143122800,0.000000,0.000000,0.597238,0.417341,0.037367,-0.044068,-1.745915,1.392922,1.176064,37.193449,41.938512,0.886857,197145980.000000,0.194360,AAPL
2019-01-16 00:00:00-05:00,36.354290,37.019250,36.335290,36.796013,122278800,0.000000,0.000000,0.651977,0.448570,0.007413,-0.014188,-1.318877,1.213848,0.853940,36.490848,40.735378,0.895802,190391000.000000,-0.199558,AAPL
2019-01-23 00:00:00-05:00,36.608400,36.843512,36.026561,36.553780,92522400,0.000000,0.000000,0.489015,0.441913,-0.006583,-0.025329,-0.894807,1.116270,0.839117,36.317246,39.785297,0.912831,165129080.000000,0.161689,AAPL
2019-01-29 00:00:00-05:00,37.107122,37.553596,36.598903,36.734268,166348800,0.000000,0.000000,0.474086,0.460248,0.004937,0.026070,-0.579788,1.079317,0.936710,36.377331,38.940229,0.934184,152248300.000000,3.645953,AAPL
2019-02-04 00:00:00-05:00,39.757463,40.766777,39.726589,40.669407,125982000,0.000000,0.000000,0.889152,0.643059,0.107124,0.141667,0.276847,1.158393,1.172935,37.129566,38.521589,0.963864,141058400.000000,-0.022363,AAPL
2019-02-08 00:00:00-05:00,40.304826,40.703127,40.168877,40.643501,95280000,0.182500,0.000000,0.631947,0.614899,-0.000637,0.091320,0.792278,1.052620,0.865117,38.135447,38.473288,0.991219,129702400.000000,0.088353,AAPL
2019-02-14 00:00:00-05:00,40.476535,40.846213,40.397828,40.736504,87342800,0.000000,0.000000,0.618156,0.609553,0.002289,0.087301,0.825082,0.904908,0.602266,39.013217,38.335128,1.017688,123474360.000000,0.068541,AAPL
2019-02-21 00:00:00-05:00,40.975021,41.110967,40.617265,40.798527,68998800,0.000000,0.000000,0.545777,0.601497,0.001522,0.032166,0.772680,0.801082,0.535317,39.814439,38.252746,1.040826,117447740.000000,1.134316,AAPL
2019-02-27 00:00:00-05:00,41.311293,41.738213,41.196808,41.707207,111341600,0.000000,0.000000,0.836441,0.659614,0.022272,0.007920,0.817965,0.737004,0.546045,40.739998,38.352996,1.062238,109234920.000000,0.213596,AAPL
2019-03-05 00:00:00-05:00,41.962415,41.976725,41.628507,41.864628,78949600,0.000000,0.000000,0.678017,0.644737,0.003775,0.027152,0.775919,0.692948,0.554724,41.132326,38.572053,1.066376,96287360.000000,1.159915,AAPL
2019-03-11 00:00:00-04:00,41.855092,42.720860,41.821702,42.668388,128044000,0.000000,0.000000,0.784945,0.670241,0.019199,0.046627,0.667133,0.735862,0.829290,41.266817,39.000796,1.058102,92630220.000000,2.340113,AAPL
2019-03-15 00:00:00-04:00,44.087491,44.678980,43.822751,44.390388,156171600,0.000000,0.000000,0.923623,0.758213,0.040358,0.068243,0.996498,0.732757,0.758920,41.877032,39.511730,1.059863,100334160.000000,2.919619,AAPL
2019-03-21 00:00:00-04:00,45.320545,46.825505,45.270457,46.529758,204136800,0.000000,0.000000,0.916315,0.806792,0.048195,0.114991,1.345781,0.839824,1.108508,42.751864,40.328301,1.060096,110928540.000000,-1.880014,AAPL
2019-03-27 00:00:00-04:00,45.017659,45.258547,44.492951,44.950878,119393600,0.000000,0.000000,0.523183,0.632331,-0.033933,0.092579,1.215488,0.983645,1.267572,43.451279,41.035477,1.058871,126970480.000000,1.345689,AAPL
2019-04-02 00:00:00-04:00,45.575740,46.379501,45.566202,46.274559,91062800,0.000000,0.000000,0.803690,0.700996,0.029448,0.067745,1.171753,0.891914,0.854682,44.219620,41.731388,1.059625,125709860.000000,1.625851,AAPL
2019-04-08 00:00:00-04:00,46.846981,47.755681,46.827900,47.724678,103526800,0.000000,0.000000,0.934079,0.764953,0.031337,0.072750,1.328514,0.844823,0.758028,45.284661,42.557079,1.064092,122745300.000000,-0.347246,AAPL
2019-04-12 00:00:00-04:00,47.510023,47.734218,46.796898,47.431316,111042800,0.000000,0.000000,0.615508,0.704080,-0.006147,0.053671,1.315711,0.822527,0.765579,46.065401,43.310821,1.063600,118745800.000000,1.446931,AAPL
2019-04-18 00:00:00-04:00,48.444962,48.690621,48.301861,48.621456,96783200,0.000000,0.000000,0.894946,0.767657,0.025092,0.073230,1.278550,0.781122,0.693267,46.633878,43.893774,1.062426,110025800.000000,0.433572,AAPL
2019-04-25 00:00:00-04:00,49.329811,49.551618,48.921967,48.960129,74172800,0.000000,0.000000,0.598806,0.722807,0.006965,0.049006,1.326824,0.740351,0.635246,47.461487,44.578329,1.064676,92614680.000000,1.688063,AAPL
2019-05-01 00:00:00-04:00,50.057246,51.352322,49.902216,50.209888,259309200,0.000000,0.000000,0.730677,0.709416,0.025526,0.049347,1.144473,0.960936,1.470137,48.131325,45.235503,1.064017,104063460.000000,-1.901207,AAPL
2019-05-07 00:00:00-04:00,49.103233,49.470528,47.898787,48.382950,155054800,0.000000,0.000000,0.333515,0.528259,-0.036386,0.018118,1.022042,1.076424,1.494158,48.657226,45.912617,1.059779,111523680.000000,-3.639255,AAPL
2019-05-13 00:00:00-04:00,44.942021,45.365796,43.778427,44.465569,229722400,0.000000,0.000000,0.081394,0.326463,-0.080966,-0.101430,0.194341,1.299998,1.952406,48.538626,46.345142,1.047329,122276160.000000,0.604082,AAPL
2019-05-17 00:00:00-04:00,44.755267,45.705775,44.714566,45.250874,131516400,0.000000,0.000000,0.290153,0.388272,0.017661,-0.072734,-0.415051,1.238184,1.329764,48.015246,46.646523,1.029342,128806020.000000,-1.806031,AAPL
2019-05-23 00:00:00-04:00,43.048194,43.225365,42.571742,43.014675,146118800,0.000000,0.000000,0.213108,0.326944,-0.049418,-0.148279,-0.971434,1.261659,1.285551,46.947933,46.744402,1.004354,139687840.000000,-0.258088,AAPL
2019-05-30 00:00:00-04:00,42.605257,42.911718,42.298796,42.689056,84873600,0.000000,0.000000,0.279252,0.326120,-0.007570,-0.108277,-1.294024,1.122696,0.889492,45.702051,46.607144,0.980580,129517140.000000,0.904206,AAPL
2019-06-05 00:00:00-04:00,44.120801,44.290793,43.369014,43.704205,119093600,0.000000,0.000000,0.680628,0.445840,0.023781,-0.043892,-1.222176,1.188005,1.235963,44.283504,46.369815,0.955007,130334260.000000,2.472803,AAPL
2019-06-11 00:00:00-04:00,46.653879,46.926820,46.352207,46.641907,107731600,0.000000,0.000000,0.896214,0.599192,0.067218,0.043998,-0.330084,1.168878,1.139523,44.017606,46.425947,0.948125,119629680.000000,-0.188438,AAPL
2019-06-17 00:00:00-04:00,46.184616,46.677830,46.009839,46.421646,58676400,0.000000,0.000000,0.722129,0.579282,-0.004723,0.087864,0.162517,1.060238,0.872933,44.212855,46.433838,0.952169,108504380.000000,1.104258,AAPL
2019-06-21 00:00:00-04:00,47.597212,48.088029,47.441585,47.592422,191202400,0.000000,0.000000,0.744989,0.627965,0.025221,0.147028,0.595570,1.003466,0.808956,44.960214,46.435746,0.968224,105251260.000000,0.229061,AAPL
2019-06-27 00:00:00-04:00,47.953957,48.260421,47.781576,47.822277,83598800,0.000000,0.000000,0.664283,0.617478,0.004829,0.050434,0.681435,0.952105,0.802897,45.927601,46.437876,0.989012,102230340.000000,1.174345,AAPL
2019-07-03 00:00:00-04:00,48.669828,48.947559,48.528569,48.940376,45448000,0.000000,0.000000,0.801218,0.664177,0.023380,0.052846,0.822412,0.899606,0.727379,47.077549,46.393592,1.014742,93926280.000000,-0.314057,AAPL
2019-07-10 00:00:00-04:00,48.327448,48.777560,48.258013,48.657848,71588400,0.000000,0.000000,0.622919,0.613085,-0.005773,0.027089,0.766637,0.869956,0.751397,47.627740,46.348201,1.027607,88869220.000000,0.349532,AAPL
2019-07-16 00:00:00-04:00,48.983473,49.347396,48.722503,48.961926,67467200,0.000000,0.000000,0.629117,0.614670,0.006249,0.045661,0.745521,0.802104,0.652772,48.104072,46.280503,1.039403,88517780.000000,0.811897,AAPL
2019-07-22 00:00:00-04:00,48.758411,49.615544,48.748836,49.613152,89111600,0.000000,0.000000,0.670957,0.622478,0.013301,0.028132,0.697432,0.803659,0.801262,48.394491,46.313956,1.044922,80290880.000000,0.154912,AAPL
2019-07-26 00:00:00-04:00,49.675396,50.214097,49.593993,49.737648,70475600,0.000000,0.000000,0.600075,0.611539,0.002509,0.038596,0.746486,0.736034,0.637750,48.856336,46.648142,1.047337,76014360.000000,0.224455,AAPL
2019-08-01 00:00:00-04:00,51.212497,52.201314,49.498234,49.902855,216071600,0.000000,0.000000,0.467624,0.573290,0.003321,0.025234,0.777045,1.021958,1.611932,49.255213,47.084657,1.046099,94463880.000000,-2.199875,AAPL
2019-08-07 00:00:00-04:00,46.785573,47.779175,46.404892,47.654675,133457600,0.000000,0.000000,0.397553,0.450570,-0.045051,-0.032189,0.053138,1.194867,1.622814,49.071816,47.437854,1.034444,110736900.000000,2.148823,AAPL
2019-08-13 00:00:00-04:00,48.311592,50.984086,48.181811,50.222233,188874000,0.000000,0.000000,0.737931,0.580779,0.053878,0.005243,0.127145,1.247575,1.575373,49.088928,47.974828,1.023223,120682580.000000,0.265848,AAPL
2019-08-19 00:00:00-04:00,50.618785,51.125886,50.476990,50.553898,97654400,0.000000,0.000000,0.712097,0.582250,0.006604,0.011348,0.270550,1.289531,1.463600,49.156454,48.390995,1.015818,128673280.000000,-1.436933,AAPL
2019-08-23 00:00:00-04:00,50.332782,50.962455,48.306783,48.700928,187272000,0.000000,0.000000,0.299317,0.475544,-0.036653,0.052084,0.425062,1.304616,1.505919,49.264366,48.704900,1.011487,139196500.000000,1.173462,AAPL
2019-08-29 00:00:00-04:00,50.109278,50.306352,49.667067,50.231846,83962000,0.000000,0.000000,0.609357,0.546229,0.031435,0.039902,0.311797,1.210099,1.097336,49.125445,48.922177,1.004155,121184060.000000,0.848055,AAPL
2019-09-05 00:00:00-04:00,50.950451,51.423906,50.832686,51.258076,95654800,0.000000,0.000000,0.729913,0.587224,0.020430,0.057202,0.404327,1.153554,1.039881,49.684375,49.150585,1.010860,105548840.000000,2.147983,AAPL
2019-09-11 00:00:00-04:00,52.409258,53.764732,52.327542,53.735889,177158400,0.000000,0.000000,0.918751,0.684911,0.048340,0.051496,0.834612,1.164522,1.208577,50.340723,49.495386,1.017079,105830760.000000,-0.596421,AAPL
2019-09-17 00:00:00-04:00,52.863500,53.070186,52.661618,53.041344,73274800,0.000000,0.000000,0.648378,0.624833,-0.012926,0.081015,1.025603,1.074711,0.895736,51.074937,49.851661,1.024538,104962360.000000,-0.442791,AAPL
2019-09-23 00:00:00-04:00,52.620747,52.834643,52.308314,52.565472,76662000,0.000000,0.000000,0.451354,0.571856,-0.008972,0.063296,0.915514,1.014790,0.845372,51.580596,50.206027,1.027379,105859920.000000,0.023690,AAPL
2019-09-27 00:00:00-04:00,53.002880,53.103823,52.219398,52.589512,101408000,0.000000,0.000000,0.446483,0.557538,0.000457,0.021712,0.743333,0.990086,0.869419,52.208223,50.503072,1.033763,107546620.000000,0.485492,AAPL
2019-10-03 00:00:00-04:00,52.495793,53.103837,51.702699,53.070190,114426000,0.000000,0.000000,0.496715,0.556671,0.009140,0.009463,0.699377,1.084415,1.215126,52.826238,50.811426,1.039653,115493380.000000,1.376280,AAPL
2019-10-09 00:00:00-04:00,54.562649,54.745300,54.228587,54.562649,74770400,0.000000,0.000000,0.652464,0.611721,0.028122,0.027471,0.839823,1.076093,1.063533,53.280225,51.174009,1.041158,113314300.000000,1.851457,AAPL
2019-10-15 00:00:00-04:00,56.812142,57.114960,56.449242,56.554989,87360000,0.000000,0.000000,0.778099,0.680923,0.036515,0.064652,1.240370,1.061367,1.000455,53.941740,51.759263,1.042166,114200780.000000,1.175203,AAPL
2019-10-21 00:00:00-04:00,57.083720,57.917673,57.035654,57.802311,87247200,0.000000,0.000000,0.881735,0.722306,0.022055,0.070885,1.368311,0.988225,0.882608,54.739523,52.472469,1.043205,106113400.000000,1.476199,AAPL
2019-10-25 00:00:00-04:00,58.439192,59.297176,58.371899,59.261127,73477200,0.000000,0.000000,0.931168,0.766690,0.025238,0.085968,1.604110,0.932475,0.821566,55.891675,53.238456,1.049837,101701200.000000,0.561862,AAPL
2019-10-31 00:00:00-04:00,59.419747,59.883587,57.021229,59.785049,139162000,0.000000,0.000000,0.721882,0.708367,0.008841,0.053131,1.606226,1.105888,1.470180,57.045509,53.933064,1.057709,102055620.000000,1.842875,AAPL
2019-11-06 00:00:00-05:00,61.710106,61.883146,61.373643,61.823063,75864400,0.000000,0.000000,0.833941,0.762859,0.034089,0.093336,1.983380,1.023501,0.942036,58.513821,54.903718,1.065753,100194820.000000,1.293012,AAPL
2019-11-12 00:00:00-05:00,63.047629,63.346540,62.895771,63.146461,87388800,0.000000,0.000000,0.888708,0.794987,0.021406,0.080461,2.137475,0.966913,0.820474,59.828122,55.951007,1.069295,93721820.000000,1.281427,AAPL
2019-11-18 00:00:00-05:00,64.072116,64.465035,63.693667,64.385490,86703200,0.000000,0.000000,0.838232,0.795849,0.019621,0.101163,2.144350,0.916587,0.782927,61.229046,56.976035,1.074646,96354700.000000,-1.399138,AAPL
2019-11-22 00:00:00-05:00,63.298311,63.440532,62.876467,63.103058,65325200,0.000000,0.000000,0.361637,0.660300,-0.019918,0.019674,1.737384,0.890415,0.782667,62.228013,57.813844,1.076351,99767060.000000,1.480852,AAPL
2019-11-29 00:00:00-05:00,64.264947,64.602421,64.096207,64.421631,46617600,0.000000,0.000000,0.644108,0.687101,0.020895,0.027331,1.559598,0.890572,0.817410,63.244493,58.701244,1.077396,89666300.000000,-0.452021,AAPL
2019-12-05 00:00:00-05:00,63.587592,64.093807,63.332076,64.019073,74424400,0.000000,0.000000,0.597090,0.611144,-0.006249,0.011194,1.098031,0.978292,1.072001,63.561673,59.561274,1.067164,86684520.000000,1.278837,AAPL
2019-12-11 00:00:00-05:00,64.797686,65.349701,64.722960,65.270149,78756800,0.000000,0.000000,0.682853,0.639786,0.019542,0.028801,1.123468,1.001912,1.024814,63.961219,60.488203,1.057416,90142440.000000,2.319312,AAPL
2019-12-17 00:00:00-05:00,67.391411,67.921725,67.205795,67.593895,114158400,0.000000,0.000000,0.885097,0.726387,0.035602,0.060994,1.442156,1.023314,1.039508,64.526611,61.528136,1.048733,96863220.000000,0.845693,AAPL
2019-12-23 00:00:00-05:00,67.622848,68.519568,67.584278,68.459305,98572000,0.000000,0.000000,0.874307,0.742707,0.012803,0.094623,1.572857,0.980442,0.949902,65.369457,62.531966,1.045377,107854500.000000,1.848858,AAPL
2019-12-30 00:00:00-05:00,69.775433,70.554039,68.753367,70.272003,144114400,0.000000,0.000000,0.945535,0.796386,0.026479,0.092162,1.870756,1.063007,1.258773,66.451188,63.580435,1.045152,114399460.000000,1.877601,AAPL
2020-01-06 00:00:00-05:00,70.819178,72.306476,70.568480,72.267906,118387200,0.000000,0.000000,0.801335,0.792099,0.028403,0.089587,2.216244,1.140214,1.358542,68.142179,64.708778,1.053059,121923080.000000,2.226188,AAPL
