time_published,title,summary,overall_sentiment_score,relevance_score
20220110T214900,Intel Gains After Recruiting Micron’s David Zinsner as Its Next CFO,"Intel Corp. stock rallied after announcing the appointment of David Zinsner, previously CFO of Micron Technology Inc., as its new Chief Financial Officer. Zinsner will replace the retiring George Davis and will report to CEO Pat Gelsinger, tasked with overseeing the company’s finances as it aims to regain its prominence in the semiconductor industry. He is set to begin his new role on January 17th.",0.261024,1.0
20220111T151539,Corsair One i300 gaming PC review,"The Corsair One i300 is a compact, high-end gaming PC featuring Intel's Core i9 12900K, an Nvidia GeForce RTX 3080 Ti, and 64GB of DDR5-4800 RAM, priced at $4,999. It delivers excellent 4K gaming performance and operates quietly due to its unique liquid cooling system, though the CPU can run hot under heavy load. The article praises its aesthetic and hardware-packed design, acknowledging its high cost but highlighting its cutting-edge components and quiet operation.",0.130512,0.82289
20220111T152907,"Hawley Demands Answers After Intel Apologizes to CCP, Scrubs References to Chinese Slave Labor","Senator Josh Hawley has sent a letter to Intel CEO Patrick Gelsinger demanding answers regarding the company's apparent failure to condemn slave labor and its accommodation of the Chinese Communist Party (CCP). This action follows Intel's decision to remove all references to Xinjiang from its annual supplier letter and apologize to the CCP for adhering to U.S. law concerning forced labor. Hawley questions Intel's commitment to U.S. law and human rights, especially concerning the use of forced labor in the Xinjiang region.",-0.498573,1.0
20220112T150719,Aptiv acquires Wind River for $4.3 billion,"Aptiv PLC, an auto parts manufacturer, announced its acquisition of Wind River from TPG Capital for $4.3 billion in cash. Wind River, known for its edge-to-cloud software platform, will continue to operate as a standalone business unit within Aptiv's Advanced Safety & User Experience segment. This acquisition aims to accelerate a software-defined future for the automotive industry by integrating Wind River Studio with Aptiv's Smart Vehicle Architecture.",0.275486,0.612942
20220112T151833,BigPanda Raises $190 Million in Funding at $1.2 Billion Valuation,"BigPanda, a leader in AIOps Event Correlation and Automation, announced a new funding round of $190 million, valuing the company at $1.2 billion. The funding, led by Advent International and Insight Partners, will be used to innovate AIOps capabilities, scale go-to-market activities, and potentially make strategic acquisitions. The company has seen significant growth, with 2021 sales increasing by 155% year-over-year, reflecting the growing demand for AI-powered IT operations solutions.",0.255638,0.612131
20220113T154335,What will be included in 5G Advanced Release 18?,"The upcoming 5G Advanced Release 18 will focus on end-to-end system enhancements and expanding support for new device types and use cases. Qualcomm's Juan Montojo detailed improvements such as MIMO radio arrays, mobile Integrated Access/Backhaul, AI/ML-driven network design, enhanced mobility, and optimizing power consumption. The release also aims to develop a scalable, unified air interface to support a diverse range of devices, from high-performance XR headsets to various IoT sensors, paving the way for the future 6G vision.",0.221201,0.642796
20220114T152907,How Intel relies on inclusion in retention and hiring—for big results,"Intel has been a leader in diversity, equity, and inclusion (DEI) for over a decade, achieving full representation of women and underrepresented minorities in its U.S. workforce and global gender pay equity ahead of schedule. Dawn Jones, Intel's chief diversity and inclusion officer, discussed the company's continuous commitment to fostering an inclusive culture, especially amid the Great Resignation, and its efforts to track DEI progress through data and partnerships like the Alliance for Global Inclusion. Intel focuses on retention, progression, and recruitment, utilizing data-driven decision-making and a hybrid work model to support its diverse workforce globally.",0.322322,1.0
20220114T152908,Intel reportedly picking Ohio for factory that also had a chance at landing in Central Texas,"Intel is reportedly planning to build a new semiconductor plant in Ohio, bypassing Central Texas, which was also considered for the factory. This move aligns with CEO Pat Gelsinger's goal to establish Intel's role in a national semiconductor strategy, with plans for significant investment in new fabrication facilities. An official announcement is anticipated around January 21st.",0.209929,1.0
20220115T061700,Initial Sound Open Firmware Support For AMD Hardware Comes With Linux 5.17,"The Linux 5.17 kernel updates include initial Sound Open Firmware (SOF) support for AMD hardware, specifically the Renoir Audio Co-Processor. This marks a significant step for AMD, bringing its audio hardware into the open-source SOF ecosystem previously championed by Intel. The update also adds HDA support for new audio codecs and other ASoC improvements.",0.29944,0.606764
20220118T145300,Chip giant Nvidia expands R&D operations in Israel,"Nvidia is expanding its R&D operations in Israel by establishing a new design and engineering group focused on next-generation CPUs for AI, robotics, and autonomous vehicles. The company, which acquired Israel's Mellanox Technologies in 2020, plans to hire additional engineers in Israel, further solidifying the country's role as Nvidia's largest R&D hub outside the US. This expansion intensifies competition for tech talent in Israel, where both Nvidia and Intel have significant R&D presence, and Google is also entering the chip-making sector.",0.23668,0.709466
20220118T150900,American Airlines Names Gregory D. Smith to its Board of Directors,"American Airlines (NASDAQ: AAL) has announced the election of Gregory D. Smith to its board of directors. Smith, who retired from The Boeing Company in July 2021 after a 30-year career, will serve on the board’s Audit Committee and Corporate Governance, Public Responsibility and Safety Committee. His extensive experience in finance, operations, and strategy in the aviation and aerospace industry is expected to be a significant asset to American Airlines.",0.214683,0.643777
20220119T153115,Vodafone switches on first 5G OpenRAN site,"Vodafone has launched the UK's first 5G OpenRAN site in Bath, marking the initial step towards its commitment to deploy 2,500 5G and 4G OpenRAN sites by 2027. This initiative supports the government's strategy to diversify the telecoms supply chain and accelerate OpenRAN development. The technology, which separates software from hardware, is expected to foster innovation, improve energy efficiency, and speed up network deployment.",0.337159,0.740968
20220119T171652,How to Invest in the Top 100 U.S. ESG Companies,"The article discusses the 2022 list of top 100 U.S. ESG companies compiled by Just Capital, highlighting major movements like Alphabet's rise and Meta's fall. It explains the methodology behind the rankings, which prioritize issues important to Americans, and introduces the Goldman Sachs JUST U.S. Large Cap Equity ETF (JUST) as a way to invest in companies demonstrating ""just business behavior.""",0.249256,0.73138
20220120T065900,"Intel CEO urges Europe, U.S. to push ahead with chip manufacturing plans","Intel's CEO is advocating for Europe and the U.S. to advance their chip manufacturing plans. This push comes amidst global supply chain concerns and tariffs affecting various industries, including the automotive sector. The emphasis is on strengthening domestic manufacturing capabilities for critical components like semiconductors.",0.311389,1.0
20220120T150759,Intel places ASML order to step up TSMC competition,"Intel has ordered ASML's new TWINSCAN EXE:5200 extreme ultraviolet (EUV) system, marking a move to compete with Taiwan Semiconductor Manufacturing Co (TSMC) in advancing to 2-nanometer process technology. This purchase aims to accelerate Intel's production with the new technology by 2025. While Intel is the first to order, a supply chain source suggests TSMC is also likely to acquire the system and lead in commercializing 2-nanometer production.",0.301058,0.901154
20220121T152907,Intel to build $20B Ohio chip facility amid global shortage,"Intel announced its plan to invest $20 billion in building a new chip manufacturing facility in Ohio to help address the global chip shortage and boost domestic production. The project, involving two factories, is expected to create thousands of jobs and establish a new technology hub. This significant investment is also intended to support U.S. national security by increasing the domestic supply of crucial microprocessors.",0.270556,1.0
20220121T170658,Governor DeWine Announces Monumental Investment by Intel to Bring Their Most Advanced Semiconductor Manufacturing Plants to Ohio,"Ohio Governor Mike DeWine announced a monumental investment by Intel Corporation to build two state-of-the-art semiconductor manufacturing facilities in Licking County, Ohio. This $20 billion project is the largest single private sector investment in Ohio's history, expected to create over 20,000 jobs and add $2.8 billion to Ohio’s annual gross state product. The initiative aims to rebalance global chipmaking capacity, boost U.S. semiconductor manufacturing leadership, and strengthen the domestic supply chain for critical technologies.",0.819028,1.0
20220122T012700,Intel's $20 bln Ohio factory could become world's largest chip plant,"Intel announced plans to invest an initial $20 billion in a new chip manufacturing complex in Ohio, which could expand to $100 billion with eight fabrication plants, potentially making it the world's largest. This move is part of CEO Pat Gelsinger's strategy to restore Intel's chipmaking dominance and reduce U.S. reliance on Asian manufacturing amidst a global semiconductor shortage. The company is actively seeking government subsidies and expects the shortage to last into 2023.",0.27198,1.0
20220124T100000,Intel Vs. Micron Technology: Which Semiconductor Stock Is The Better Buy?,"This article compares Intel (INTC) and Micron Technology (MU), two major semiconductor stocks, to determine which is the better investment. It notes that Intel is larger and more diversified than Micron, and currently offers lower price-to-earnings and price-to-free cash flow ratios. The author, Bill Zettler, has a beneficial long position in Intel shares.",0.134092,1.0
20220124T170659,Land around Foxconn was finalist for Intel's $20 billion semiconductor production facility,"Land near the Foxconn Technology Group site in Mount Pleasant, Wisconsin, was a finalist for Intel Corporation's $20 billion semiconductor production facility. Despite strong competition from Wisconsin officials, Intel ultimately chose a 1,000-acre site in Licking County, Ohio. Wisconsin officials remain optimistic, stating that the qualities that attracted Intel will continue to draw other investors to the I-94 corridor.",0.130381,1.0
20220125T175610,Is chip giant Nvidia going to scrap its $40BN bid for Arm?,"Nvidia is reportedly preparing to abandon its $40 billion acquisition of Arm Ltd. due to fierce regulatory backlash and little progress in securing approvals. Regulators and customers, including the U.S. FTC, have expressed concerns that the deal would make Nvidia too powerful. SoftBank, Arm's current owner, is stepping up preparations for an Arm initial public offering as an alternative.",-0.262427,0.73492
20220126T170659,Intel Corporation v Commission (Case T-286/09 RENV): General Court Quashes Intel's €1.06 Billion Fine,"The General Court has partially annulled the European Commission's €1.06 billion fine on Intel for abusing its dominant position through exclusivity rebates. The Court ruled that the Commission failed to establish to the requisite legal standard that the rebates were capable of having anticompetitive effects, rejecting the previous per se illegality stance. This decision involved a detailed review of the Commission's AEC test and its application of relevant criteria.",0.540913,1.0
20220126T224400,Intel scores major win as court scraps $1.2 bln EU antitrust fine,"Intel has successfully overturned a 1.06-billion-euro ($1.2 billion) EU antitrust fine that was imposed 12 years ago for allegedly stifling rival Advanced Micro Devices. Europe's second-highest court annulled the fine, criticizing the European Commission's analysis as incomplete. This ruling is a significant setback for EU antitrust regulators and could impact similar cases involving other major tech companies.",0.263363,1.0
20220127T100100,"Intel stock hits lowest price in more than a year, and there is another shoe to drop",Intel's stock dropped over 6% to its lowest point in more than a year after analysts warned of potential troubles beyond falling margins: an impending oversupply of PCs. This oversupply is expected to severely impact Intel's largest business segment. The stock's performance made it the worst performer on the Dow Jones Industrial Average Thursday.,-0.639226,1.0
20220128T130500,Ohio lured Intel's chip plant with $2B incentive package,"Ohio successfully attracted Intel's new $20 billion chip manufacturing plant with a lucrative $2 billion incentive package, deemed the largest economic development deal in the state's history. This investment aims to alleviate the global chip shortage, create 3,000 factory jobs with an average salary of $135,000, and establish a new technology hub in the Midwest. The state anticipates that this facility will attract additional industries and support further regional growth.",0.434988,1.0
20220128T160800,"Chip shortage to last six months, one year or 18 months-- depending on who’s talking","The article discusses the varying predictions for how long the global chip shortage will last, with estimates ranging from six months to 18 months or longer. It highlights views from IDC, Intel CEO Pat Gelsinger, and Texas Instruments, alongside ongoing efforts by the U.S. Congress and Commerce Secretary to address the issue through funding and incentives for domestic chip production. The consensus indicates that while some improvements might be seen, the shortage is expected to persist through 2022 and potentially into 2023 for various sectors.",0.093944,0.880909
20220201T145854,TSMC: Can anything stop Taiwan's chipmaking giant?,"TSMC, the world's largest contract chip manufacturer, reported bumper financial results in late 2021, with revenue of $15.7bn and profits of $6bn. The company plans to invest $40-$44bn into capital expenditure to maintain its market dominance, dwarfing its rivals. Despite its strong position, TSMC faces challenges from competitors like Intel and Samsung, as well as geopolitical risks and the complexities of global expansion.",0.25143,0.885945
20220204T133200,Chip giants are ramping up spending by the billions as semiconductor demand booms,"Major semiconductor companies like TSMC and Intel are investing billions into new fabrication plants and research to meet the booming global demand for chips, despite the ongoing chip shortage. TSMC plans to spend $100 billion over three years, while Intel announced a $20 billion investment in Arizona. Analysts expect a ""choppy"" recovery from the shortage in the short term, but demand is projected to continue increasing, benefiting suppliers like ASML and Applied Materials.",0.420905,0.874096
20220204T141200,Intel W680 Motherboard Retail Listings Point To Imminent Alder Lake Xeon Launch,"Retail listings for Supermicro W680 motherboards in Europe suggest an imminent launch of Intel's Alder Lake Xeon processors designed for server and workstation use. These new motherboards support the LGA 1700 socket, are intended for upcoming Xeon chips with up to 16 cores, and are expected to include PCIe 5.0 and DDR5 memory support. The listings precede official announcements, indicating that Intel is preparing to expand its Alder Lake architecture to the server/workstation segment soon.",0.257671,0.855174
20220207T110000,Intel Foundry Services Launches Ecosystem Alliance to Accelerate Customer Innovation,"Intel Foundry Services (IFS) has launched Accelerator, a comprehensive ecosystem alliance designed to help foundry customers accelerate their silicon product development. This initiative brings together leading companies in electronic design automation (EDA), intellectual property (IP), and design services to provide a full spectrum of solutions optimized for Intel's manufacturing platform. The alliance aims to foster innovation and address the increasing demand for semiconductors by making Intel's technology platforms accessible to partners for accelerated product development and time to market.",0.2973,1.0
20220208T101400,"SoftBank’s sale of Arm to Nvidia collapses, Arm to IPO","The proposed sale of Arm Ltd by SoftBank Group Corp to U.S. chipmaker Nvidia Corp has collapsed due to regulatory hurdles and scrutiny from various international bodies. Instead of the sale, which was valued at up to $80 billion, Arm will now plan for an initial public offering (IPO). The deal faced opposition from U.S., British, EU, and Chinese regulators over concerns about competition, pricing, and innovation in vital chip markets.",-0.086844,0.629537
20220208T145817,Global chip shortage: Toyota profits fall as production hit,"Toyota reported a 21% drop in profits for the last quarter of 2021 due to the global chip shortage severely impacting its production. The company has reduced its annual production target and apologized for delivery delays, with analysts predicting the chip shortage will continue to affect the automotive sector. Despite these challenges, Toyota aims to manage the shortage better than competitors and is also working to catch up in the growing electric vehicle market.",-0.093738,0.702377
20220209T142231,Design Challenges Increasing For Mixed-Die Packages,"The semiconductor industry faces growing design challenges for mixed-die packages as it moves beyond Moore's Law towards heterogeneous integration. While combining dies from different foundries offers benefits like cost reduction and optimal IP use, it also introduces complexities in supply chain relationships, liability, and the need for standardized interconnect schemes. The article highlights that business and organizational hurdles may be more significant than technological ones in advancing chiplet adoption, requiring closer collaboration across the ecosystem.",0.294505,0.704225
20220209T143739,Intel posts first job openings for its $20 billion New Albany chip factory,"Intel has begun posting job openings for its $20 billion chip factory project in New Albany, Ohio, including various engineering and project management roles. These initial hires will help build the plant, which is expected to employ 3,000 workers with an average wage of $135,000, in addition to 7,000 construction jobs. The postings are spread across multiple platforms to attract a wide range of candidates.",0.459528,1.0
20220210T183651,ETF of the month: VanEck Semiconductor UCITS ETF (SMGB),"The VanEck Semiconductor UCITS ETF (SMGB) has been named ETF of the month, highlighting its impressive performance in 2021 by returning 44.4% and gathering $859m in assets since its December 2020 launch. The ETF has benefited from increased demand for semiconductor chips driven by global digitalization, the reopening of economies, and emerging technologies like electric vehicles and 5G. Despite some recent market concerns from hedge fund selling, the semiconductor industry is projected to see continued revenue growth in 2022.",-0.104769,0.633024
20220214T142533,Intel Introduces New Mining Chip,"Intel has developed a new energy-efficient crypto mining chip designed to tackle the high energy consumption associated with cryptocurrency mining. The chip, which will be detailed at an upcoming conference, aims to offer significantly better performance per watt than mainstream GPUs for SHA-256 based mining. Jack Dorsey's Block (SQ) is among the first buyers, a move that could benefit companies focused on digital transformation and sustainability in the crypto space.",0.308139,0.901587
20220214T143739,Intel teams up with Benteler and Beep to develop self-driving shuttles,"Intel, in collaboration with auto parts supplier Benteler and transportation startup Beep, is developing fully autonomous Level 4 shuttles for deployment in the U.S. These electric vehicles will utilize Intel's Mobileye Drive system and the new EyeQ Ultra chip for their self-driving capabilities. Benteler will handle the design and assembly, while Beep will leverage its experience in operating autonomous shuttle services to aid in development and eventual commercialization, with a target launch on public roads by 2024.",0.450185,1.0
20220215T170700,Intel appoints interim general counsel,"Intel has appointed Susie Giordano, corporate vice president and corporate secretary, as its interim general counsel, effective immediately. This appointment follows the announced retirement of current general counsel Steven Rodgers, who plans to retire on May 31 after more than 22 years with the company. Giordano previously oversaw Intel's corporate legal group and provided legal support to Intel Capital.",0.044359,1.0
20220215T170702,Intel to Buy Israel’s Tower Semiconductor for $5.4 Billion,"Intel Corp. has agreed to acquire Israel’s Tower Semiconductor Ltd. for $5.4 billion as part of CEO Pat Gelsinger’s strategy to expand into the outsourced chip-manufacturing business. This acquisition aims to enhance Intel's expertise and customer base in the chip-foundry market, directly competing with industry leaders like Taiwan Semiconductor Manufacturing Co. The deal is expected to close in about 12 months and is a key part of Intel's broader investment cycle to modernize its factories and rebuild manufacturing capabilities.",0.084331,1.0
20220216T100500,ETFs to Gain on Intel's Buyout of Tower Semiconductor,"Intel's $5.4 billion acquisition of Tower Semiconductor is expected to boost several technology ETFs. These ETFs, including FTXL, SOXX, SOXQ, TDIV, and VLUE, have significant allocations to Intel and are positioned to benefit from the deal's impact on Intel's manufacturing capacity and market position. The acquisition aims to enhance Intel's foundry services and address the soaring demand for semiconductors.",0.451334,0.982391
20220216T145848,Intel to buy Israel's Tower Semiconductor for $5.4bn,"Intel announced its acquisition of Israeli chipmaker Tower Semiconductor for $5.4 billion. This deal strengthens Intel's position in specialized chip production, particularly for analog chips used in various applications like automotive and medical sensors. The acquisition aims to capitalize on the increasing global demand for semiconductors.",0.338075,0.977195
20220217T143739,Inside Pat Gelsinger’s audacious $43.5B plan to revive Intel,"This article details Intel CEO Pat Gelsinger's plans to revitalize the company, which has recently faced significant challenges from competitors like Apple and AMD, and struggled with manufacturing delays. Gelsinger, who rejoined Intel after a period away, aims to tackle both technological and cultural issues to restore Intel's preeminence in the chip industry. His experience at Intel during its heyday positions him to address these intricate problems, including a new business model centered on investing $43.5 billion to regain its manufacturing edge.",0.067989,1.0
20220218T140000,Intel Names Christoph Schell Executive Vice President and Chief Commercial Officer,"Intel Corporation announced the appointment of Christoph Schell as executive vice president and chief commercial officer, effective March 14, 2022. Schell, formerly of HP Inc. and Philips, will lead the Sales, Marketing and Communications Group, succeeding Michelle Johnston Holthaus. He will report directly to CEO Pat Gelsinger and focus on driving customer and partner success and expanding Intel’s business opportunities worldwide.",0.347246,1.0
20220218T140300,"Intel delays 2023 server chip, says it needs to boost spending to catch competitors","Intel announced it would need to significantly increase spending over the next two years to fund its turnaround and transformation into a semiconductor manufacturer. The company also confirmed that the release of its forthcoming server chip, codenamed Granite Rapids, has been pushed from 2023 to 2024. This delay and investment strategy led to a drop in Intel's stock as investors questioned the impact on profit margins and the capital-intensive nature of its new foundry business.",0.042619,1.0
20220221T145438,Timing: What Enterprises can learn from the Sports industry,"This article explores how the precision timing technologies used in the sports industry, such as RFID and high-speed cameras, can offer valuable lessons for enterprises. It highlights the evolution of timing technology in sports, from early photo-finishes to modern-day microsecond accuracy, emphasizing how these advancements build credibility and ensure fairness. The article then suggests practical applications of these technologies for businesses in various sectors, including toll collection, manufacturing, and event management, to improve operational speed, efficiency, and data collection.",0.163499,0.608345
20220222T141624,"AMD CPU Shipments in Japan Sink to 25% of Total, Intel Achieves 74%","AMD's CPU market share in Japan fell to 25% in January, a three-year low, while Intel captured 74% of total sales. This decline follows a period in 2020 where AMD reached market share highs of 68-70%, buoyed by its Ryzen 5 series and Intel's 10nm production issues. The recent shift is attributed to Intel's recovery from manufacturing woes and the successful launch of its Alder Lake processors, which restored performance parity with AMD.",0.00567,0.934159
20220222T143739,Like building the world's tallest tower every two years,"This article delves into the critical role of Intel Israel's Core Group in developing the most essential parts of Intel's processors: the cores. It explains the evolution of processor cores from single-core to multi-core designs, highlighting the challenges and innovations, including the creation of hybrid architectures with Performance and Efficiency Cores in the Alder Lake processor. The piece emphasizes the immense complexity and continuous innovation required in core development, likening it to building and constantly improving the world's tallest tower.",0.521119,1.0
20220224T143738,An Interview with Intel CEO Pat Gelsinger,"This article features an interview with Intel CEO Pat Gelsinger, discussing his IDM 2.0 strategy, the acquisition of Tower Semiconductor, and Intel's role in the semiconductor industry. Gelsinger explains why Intel is committed to manufacturing its own chips despite the success of fabless competitors, emphasizing the geopolitical importance of a Western technology provider and the benefits of integrating foundry operations. He also addresses concerns about potential overcapacity in the industry and the future of x86 architecture.",0.168634,1.0
20220225T143738,Behind Intel’s HPC Chip that Will Pierce the Exascale Barrier,"Intel has unveiled new details about its Ponte Vecchio processor, which will power the Aurora supercomputer, aiming to achieve exascale performance. The chip utilizes advanced 2D and 3D chiplet integration technologies, combining over 100 billion transistors across 47 pieces of silicon using various manufacturing processes, including TSMC's N5 and Intel 7. This heterogeneous integration and sophisticated thermal management are crucial for achieving the targeted 2 exaflops for the Aurora supercomputer.",0.248336,1.0
20220225T152500,‘Bullish engulfing’ chart patterns abound after stock market’s big bounce,"Following Russia's invasion of Ukraine, the stock market saw a significant rebound, resulting in numerous ""bullish engulfing"" chart patterns. This pattern, a well-known candlestick formation, indicates a potential shift in momentum towards bulls and suggests that the recent downturn for many stocks and possibly the broader market may be over. The article highlights that such patterns suggest a reversal of preceding bearish trends.",0.190803,0.601456
20220228T151900,"Semiconductor sales to Russia banned, but that shouldn’t hurt Intel, AMD and other chip makers","Semiconductor companies are banning sales to Russia in response to its invasion of Ukraine. Despite a broader market sell-off and sanctions against Russia, an analyst believes these bans will have little financial impact on major chip makers like Intel and AMD because Russia's semiconductor market is likely too small to significantly affect their revenue.",0.102233,0.917399
20220228T185707,Intel Boosting Chipmaking With $5.4B Tower Buy,"Intel Corp. is set to acquire Tower Semiconductor Ltd. for $5.4 billion to expand its foundry business and meet chip demand. The acquisition aims to leverage Tower's expertise in manufacturing analog chips for various industries and scale Intel's foundry services globally. The deal, pending regulatory approval, is expected to enhance Intel's capacity in the growing foundry market.",0.311568,0.905714
20220302T132102,"AMD, Arm, Google, Intel, TSMC and others join Universal Chiplet Interconnect Express (UCIe) group","Leading semiconductor companies including AMD, Arm, Google, Intel, Meta, Microsoft, Qualcomm, Samsung, and TSMC have formed the Universal Chiplet Interconnect Express (UCIe) industry consortium. This group aims to establish an open chiplet ecosystem by standardizing die-to-die interconnects, with the UCIe 1.0 specification already ratified. This initiative leverages existing PCI Express and Compute Express Link standards to enable easier mixing and matching of chiplet components from multiple vendors for System-on-Chip (SoC) construction.",0.408344,0.922593
20220302T135930,"Leaders in Semiconductors, Packaging, IP Suppliers, Foundries, and Cloud Service Providers Join Forces to Standardize Chiplet Ecosystem","A consortium of leading technology companies, including ASE, AMD, Arm, Google Cloud, Intel, Meta, Microsoft, Qualcomm, Samsung, and TSMC, has formed to standardize the chiplet ecosystem. They have ratified the Universal Chiplet Interconnect Express (UCIe) 1.0 specification, an open industry standard for die-to-die interconnects, aiming to enable multi-vendor compatibility for System-on-Chip construction. The consortium is open for membership and plans to develop future generations of the UCIe technology.",0.633061,0.913654
20220303T134416,Intel vPro platform for 12th Gen Core offers enhanced performance and security,"Intel has announced its latest Intel vPro platform, powered by 12th Gen Intel Core processors, which promises enhanced performance, security, manageability, and stability for businesses. The new vPro offerings include Intel vPro Enterprise for Windows, Intel vPro Essentials for small and medium-sized businesses, Intel vPro Enterprise for Chrome OS, and Intel vPro, An Evo Design. Key features include a hybrid architecture with Efficient-cores and Performance-cores, and advanced security measures like hardware-based ransomware detection and anomalous behavior detection.",0.4439,1.0
20220303T140826,"Amid Ukraine fallout, crisis-hardened chipmakers move to adapt","Semiconductor manufacturers are adapting to potential disruptions from the Russia-Ukraine conflict by stockpiling materials, diversifying suppliers, and leveraging previous lessons from geopolitical events like Russia's annexation of Crimea. While Russia itself is a small market for chips, the war's broader impact on electronics consumption and supply chain stability for key materials like neon gas is a concern, though the industry has shown resilience. The conflict highlights the need for strategic reshoring and decoupling from hostile states to build greater industry robustness against future crises.",0.048563,0.644985
